Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-10-08,LK,Sri Lanka,SEARO,1387,524937,38,13267
2021-10-09,LK,Sri Lanka,SEARO,726,525663,29,13296
2021-10-10,LK,Sri Lanka,SEARO,720,526383,35,13331
2021-10-11,LK,Sri Lanka,SEARO,681,527064,23,13354
2021-10-12,LK,Sri Lanka,SEARO,671,527735,23,13377
2021-10-13,LK,Sri Lanka,SEARO,1346,529081,31,13408
2021-10-14,LK,Sri Lanka,SEARO,674,529755,21,13429
2021-10-15,LK,Sri Lanka,SEARO,666,530421,20,13449
2021-10-16,LK,Sri Lanka,SEARO,649,531070,23,13472
2021-10-17,LK,Sri Lanka,SEARO,578,531648,12,13484
2021-10-18,LK,Sri Lanka,SEARO,570,532218,23,13507
2021-10-19,LK,Sri Lanka,SEARO,548,532766,18,13525
2021-10-20,LK,Sri Lanka,SEARO,539,533305,18,13543
2021-10-21,LK,Sri Lanka,SEARO,555,533860,19,13562
2021-10-22,LK,Sri Lanka,SEARO,1115,534975,12,13574
2021-10-23,LK,Sri Lanka,SEARO,554,535529,19,13593
2021-10-24,LK,Sri Lanka,SEARO,555,536084,18,13611
2021-10-25,LK,Sri Lanka,SEARO,561,536645,29,13640
2021-10-26,LK,Sri Lanka,SEARO,556,537201,14,13654
2021-10-27,LK,Sri Lanka,SEARO,1119,538320,20,13674
2021-10-28,LK,Sri Lanka,SEARO,540,538860,22,13696
2021-10-29,LK,Sri Lanka,SEARO,556,539416,10,13706
2021-10-30,LK,Sri Lanka,SEARO,565,539981,19,13725
2021-10-31,LK,Sri Lanka,SEARO,1092,541073,18,13743
2021-11-01,LK,Sri Lanka,SEARO,566,541639,17,13760
2021-11-02,LK,Sri Lanka,SEARO,573,542212,10,13770
2021-11-03,LK,Sri Lanka,SEARO,581,542793,21,13791
2021-11-04,LK,Sri Lanka,SEARO,592,543385,15,13806
2021-11-05,LK,Sri Lanka,SEARO,628,544013,15,13821
2021-11-06,LK,Sri Lanka,SEARO,617,544630,20,13841
2021-11-07,LK,Sri Lanka,SEARO,626,545256,15,13856
2021-11-08,LK,Sri Lanka,SEARO,679,545935,19,13875
2021-11-09,LK,Sri Lanka,SEARO,718,546653,17,13892
2021-11-10,LK,Sri Lanka,SEARO,693,547346,16,13908
2021-11-11,LK,Sri Lanka,SEARO,715,548061,19,13927
2021-11-12,LK,Sri Lanka,SEARO,723,548784,23,13950
2021-11-13,LK,Sri Lanka,SEARO,716,549500,22,13972
2021-11-14,LK,Sri Lanka,SEARO,2042,551542,23,13995
2021-11-15,LK,Sri Lanka,SEARO,732,552274,21,14016
2021-11-16,LK,Sri Lanka,SEARO,720,552994,18,14034
2021-11-17,LK,Sri Lanka,SEARO,728,553722,23,14057
2021-11-18,LK,Sri Lanka,SEARO,737,554459,15,14072
2021-11-19,LK,Sri Lanka,SEARO,745,555204,14,14086
2021-11-20,LK,Sri Lanka,SEARO,725,555929,22,14108
2021-11-21,LK,Sri Lanka,SEARO,697,556626,19,14127
2021-11-22,LK,Sri Lanka,SEARO,735,557361,31,14158
2021-11-23,LK,Sri Lanka,SEARO,1499,558860,24,14182
2021-11-24,LK,Sri Lanka,SEARO,745,559605,23,14205
2021-11-25,LK,Sri Lanka,SEARO,740,560345,27,14232
2021-11-26,LK,Sri Lanka,SEARO,714,561059,26,14258
2021-11-27,LK,Sri Lanka,SEARO,719,561778,20,14278
2021-11-28,LK,Sri Lanka,SEARO,742,562520,27,14305
2021-11-29,LK,Sri Lanka,SEARO,747,563267,23,14328
2021-11-30,LK,Sri Lanka,SEARO,722,563989,18,14346
2021-12-01,LK,Sri Lanka,SEARO,744,564733,26,14372
2021-12-02,LK,Sri Lanka,SEARO,738,565471,27,14399
2021-12-03,LK,Sri Lanka,SEARO,725,566196,20,14419
2021-12-04,LK,Sri Lanka,SEARO,740,566936,21,14440
2021-12-05,LK,Sri Lanka,SEARO,746,567682,21,14461
2021-12-06,LK,Sri Lanka,SEARO,741,568423,23,14484
2021-12-07,LK,Sri Lanka,SEARO,748,569171,21,14505
2021-12-08,LK,Sri Lanka,SEARO,757,569928,28,14533
2021-12-09,LK,Sri Lanka,SEARO,744,570672,22,14555
2021-12-10,LK,Sri Lanka,SEARO,754,571426,18,14573
2021-12-11,LK,Sri Lanka,SEARO,762,572188,22,14595
2021-12-12,LK,Sri Lanka,SEARO,714,572902,19,14614
2021-12-13,LK,Sri Lanka,SEARO,747,573649,27,14641
2021-12-14,LK,Sri Lanka,SEARO,2545,576194,20,14661
2021-12-15,LK,Sri Lanka,SEARO,772,576966,16,14677
2021-12-16,LK,Sri Lanka,SEARO,758,577724,21,14698
2021-12-17,LK,Sri Lanka,SEARO,715,578439,22,14720
2021-12-18,LK,Sri Lanka,SEARO,695,579134,14,14734
2021-12-19,LK,Sri Lanka,SEARO,551,579685,18,14752
2021-12-20,LK,Sri Lanka,SEARO,524,580209,19,14771
2021-12-21,LK,Sri Lanka,SEARO,783,580992,24,14795
2021-12-22,LK,Sri Lanka,SEARO,603,581595,16,14811
2021-12-23,LK,Sri Lanka,SEARO,554,582149,21,14832
2021-12-24,LK,Sri Lanka,SEARO,573,582722,20,14852
2021-12-25,LK,Sri Lanka,SEARO,529,583251,19,14871
2021-12-26,LK,Sri Lanka,SEARO,398,583649,13,14884
2021-12-27,LK,Sri Lanka,SEARO,458,584107,17,14901
2021-12-28,LK,Sri Lanka,SEARO,479,584586,22,14923
2021-12-29,LK,Sri Lanka,SEARO,1597,586183,21,14944
2021-12-30,LK,Sri Lanka,SEARO,563,586746,18,14962
2021-12-31,LK,Sri Lanka,SEARO,499,587245,17,14979
2022-01-01,LK,Sri Lanka,SEARO,351,587596,16,14995
2022-01-02,LK,Sri Lanka,SEARO,339,587935,24,15019
2022-01-03,LK,Sri Lanka,SEARO,365,588300,18,15037
2022-01-04,LK,Sri Lanka,SEARO,629,588929,18,15055
2022-01-05,LK,Sri Lanka,SEARO,550,589479,10,15065
2022-01-06,LK,Sri Lanka,SEARO,584,590063,18,15083
2022-01-07,LK,Sri Lanka,SEARO,588,590651,16,15099
2022-01-08,LK,Sri Lanka,SEARO,580,591231,13,15112
2022-01-09,LK,Sri Lanka,SEARO,436,591667,7,15119
2022-01-10,LK,Sri Lanka,SEARO,461,592128,15,15134
2022-01-11,LK,Sri Lanka,SEARO,944,593072,15,15149
2022-01-12,LK,Sri Lanka,SEARO,653,593725,14,15163
2022-01-13,LK,Sri Lanka,SEARO,594,594319,11,15174
2022-01-14,LK,Sri Lanka,SEARO,677,594996,16,15190
2022-01-15,LK,Sri Lanka,SEARO,661,595657,7,15197
2022-01-16,LK,Sri Lanka,SEARO,690,596347,14,15211
2022-01-17,LK,Sri Lanka,SEARO,688,597035,7,15218
2022-01-18,LK,Sri Lanka,SEARO,672,597707,13,15231
2022-01-19,LK,Sri Lanka,SEARO,829,598536,12,15243
2022-01-20,LK,Sri Lanka,SEARO,827,599363,12,15255
2022-01-21,LK,Sri Lanka,SEARO,840,600203,17,15272
2022-01-22,LK,Sri Lanka,SEARO,845,601048,12,15284
2022-01-23,LK,Sri Lanka,SEARO,838,601886,15,15299
2022-01-24,LK,Sri Lanka,SEARO,877,602763,14,15313
2022-01-25,LK,Sri Lanka,SEARO,891,603654,17,15330
2022-01-26,LK,Sri Lanka,SEARO,927,604581,16,15346
2022-01-27,LK,Sri Lanka,SEARO,2523,607104,23,15369
2022-01-28,LK,Sri Lanka,SEARO,961,608065,17,15386
2022-01-29,LK,Sri Lanka,SEARO,982,609047,14,15400
2022-01-30,LK,Sri Lanka,SEARO,1056,610103,20,15420
2022-01-31,LK,Sri Lanka,SEARO,1082,611185,21,15441
2022-02-01,LK,Sri Lanka,SEARO,1137,612322,32,15473
2022-02-02,LK,Sri Lanka,SEARO,1156,613478,19,15492
2022-02-03,LK,Sri Lanka,SEARO,1181,614659,23,15515
2022-02-04,LK,Sri Lanka,SEARO,1243,615902,29,15544
2022-02-05,LK,Sri Lanka,SEARO,1287,617189,28,15572
2022-02-06,LK,Sri Lanka,SEARO,1331,618520,23,15595
2022-02-07,LK,Sri Lanka,SEARO,2212,620732,26,15621
2022-02-08,LK,Sri Lanka,SEARO,1253,621985,35,15656
2022-02-09,LK,Sri Lanka,SEARO,1263,623248,36,15692
2022-02-10,LK,Sri Lanka,SEARO,1297,624545,31,15723
2022-02-11,LK,Sri Lanka,SEARO,1259,625804,0,15723
2022-02-12,LK,Sri Lanka,SEARO,1162,626966,54,15777
2022-02-13,LK,Sri Lanka,SEARO,1150,628116,31,15808
2022-02-14,LK,Sri Lanka,SEARO,1231,629347,36,15844
2022-02-15,LK,Sri Lanka,SEARO,1252,630599,30,15874
2022-02-16,LK,Sri Lanka,SEARO,1217,631816,25,15899
2022-02-17,LK,Sri Lanka,SEARO,1235,633051,27,15926
2022-02-18,LK,Sri Lanka,SEARO,1282,634333,23,15949
2022-02-19,LK,Sri Lanka,SEARO,1273,635606,20,15969
2022-02-20,LK,Sri Lanka,SEARO,1231,636837,25,15994
2022-02-21,LK,Sri Lanka,SEARO,1206,638043,30,16024
2022-02-22,LK,Sri Lanka,SEARO,1254,639297,31,16055
2022-02-23,LK,Sri Lanka,SEARO,1281,640578,31,16086
2022-02-24,LK,Sri Lanka,SEARO,1208,641786,30,16116
2022-02-25,LK,Sri Lanka,SEARO,1286,643072,26,16142
2022-02-26,LK,Sri Lanka,SEARO,988,644060,24,16166
2022-02-27,LK,Sri Lanka,SEARO,977,645037,24,16190
2022-02-28,LK,Sri Lanka,SEARO,997,646034,32,16222
2022-03-01,LK,Sri Lanka,SEARO,914,646948,22,16244
2022-03-02,LK,Sri Lanka,SEARO,751,647699,23,16267
2022-03-03,LK,Sri Lanka,SEARO,711,648410,20,16287
2022-03-04,LK,Sri Lanka,SEARO,583,648993,20,16307
2022-03-05,LK,Sri Lanka,SEARO,639,649632,14,16321
2022-03-06,LK,Sri Lanka,SEARO,508,650140,10,16331
2022-03-07,LK,Sri Lanka,SEARO,662,650802,8,16339
2022-03-08,LK,Sri Lanka,SEARO,2859,653661,11,16350
2022-03-09,LK,Sri Lanka,SEARO,675,654336,11,16361
2022-03-10,LK,Sri Lanka,SEARO,580,654916,13,16374
2022-03-11,LK,Sri Lanka,SEARO,467,655383,7,16381
2022-03-12,LK,Sri Lanka,SEARO,347,655730,9,16390
2022-03-13,LK,Sri Lanka,SEARO,311,656041,7,16397
2022-03-14,LK,Sri Lanka,SEARO,345,656386,10,16407
2022-03-15,LK,Sri Lanka,SEARO,428,656814,8,16415
2022-03-16,LK,Sri Lanka,SEARO,320,657134,1,16416
2022-03-17,LK,Sri Lanka,SEARO,301,657435,3,16419
2022-03-18,LK,Sri Lanka,SEARO,288,657723,3,16422
2022-03-19,LK,Sri Lanka,SEARO,238,657961,4,16426
2022-03-20,LK,Sri Lanka,SEARO,236,658197,5,16431
2022-03-21,LK,Sri Lanka,SEARO,296,658493,5,16436
2022-03-22,LK,Sri Lanka,SEARO,1096,659589,4,16440
2022-03-23,LK,Sri Lanka,SEARO,562,660151,5,16445
2022-03-24,LK,Sri Lanka,SEARO,248,660399,5,16450
2022-03-25,LK,Sri Lanka,SEARO,234,660633,2,16452
2022-03-26,LK,Sri Lanka,SEARO,164,660797,2,16454
2022-03-27,LK,Sri Lanka,SEARO,93,660890,5,16459
2022-03-28,LK,Sri Lanka,SEARO,163,661053,6,16465
2022-03-29,LK,Sri Lanka,SEARO,232,661285,4,16469
2022-03-30,LK,Sri Lanka,SEARO,168,661453,4,16473
2022-03-31,LK,Sri Lanka,SEARO,178,661631,4,16477
2022-04-01,LK,Sri Lanka,SEARO,150,661781,2,16479
2022-04-02,LK,Sri Lanka,SEARO,104,661885,1,16480
2022-04-03,LK,Sri Lanka,SEARO,106,661991,1,16481
2022-04-04,LK,Sri Lanka,SEARO,112,662103,4,16485
2022-04-05,LK,Sri Lanka,SEARO,113,662216,0,16485
2022-04-06,LK,Sri Lanka,SEARO,126,662342,1,16486
2022-04-07,LK,Sri Lanka,SEARO,83,662425,2,16488
2022-04-08,LK,Sri Lanka,SEARO,80,662505,1,16489
2022-04-09,LK,Sri Lanka,SEARO,54,662559,0,16489
2022-04-10,LK,Sri Lanka,SEARO,33,662592,0,16489
2022-04-11,LK,Sri Lanka,SEARO,65,662657,3,16492
2022-04-12,LK,Sri Lanka,SEARO,60,662717,0,16492
2022-04-13,LK,Sri Lanka,SEARO,31,662748,2,16494
2022-04-14,LK,Sri Lanka,SEARO,27,662775,1,16495
2022-04-15,LK,Sri Lanka,SEARO,19,662794,0,16495
2022-04-16,LK,Sri Lanka,SEARO,33,662827,0,16495
2022-04-17,LK,Sri Lanka,SEARO,37,662864,1,16496
2022-04-18,LK,Sri Lanka,SEARO,48,662912,0,16496
2022-04-19,LK,Sri Lanka,SEARO,33,662945,1,16497
2022-04-20,LK,Sri Lanka,SEARO,61,663006,0,16497
2022-04-21,LK,Sri Lanka,SEARO,35,663041,2,16499
2022-04-22,LK,Sri Lanka,SEARO,50,663091,1,16500
2022-04-23,LK,Sri Lanka,SEARO,40,663131,2,16502
2022-04-24,LK,Sri Lanka,SEARO,29,663160,0,16502
2022-04-25,LK,Sri Lanka,SEARO,35,663195,0,16502
2022-04-26,LK,Sri Lanka,SEARO,44,663239,1,16503
2022-04-27,LK,Sri Lanka,SEARO,33,663272,1,16504
2022-04-28,LK,Sri Lanka,SEARO,29,663301,0,16504
2022-04-29,LK,Sri Lanka,SEARO,28,663329,0,16504
2022-04-30,LK,Sri Lanka,SEARO,33,663362,0,16504
2022-05-01,LK,Sri Lanka,SEARO,11,663373,1,16505
2022-05-02,LK,Sri Lanka,SEARO,35,663408,0,16505
2022-05-03,LK,Sri Lanka,SEARO,18,663426,1,16506
2022-05-04,LK,Sri Lanka,SEARO,43,663469,1,16507
2022-05-05,LK,Sri Lanka,SEARO,34,663503,0,16507
2022-05-06,LK,Sri Lanka,SEARO,17,663520,1,16508
2022-05-07,LK,Sri Lanka,SEARO,13,663533,1,16509
2022-05-08,LK,Sri Lanka,SEARO,28,663561,0,16509
2022-05-09,LK,Sri Lanka,SEARO,19,663580,0,16509
2022-05-10,LK,Sri Lanka,SEARO,17,663597,0,16509
2022-05-11,LK,Sri Lanka,SEARO,17,663614,1,16510
2022-05-12,LK,Sri Lanka,SEARO,18,663632,0,16510
2022-05-13,LK,Sri Lanka,SEARO,23,663655,1,16511
2022-05-14,LK,Sri Lanka,SEARO,8,663663,0,16511
2022-05-15,LK,Sri Lanka,SEARO,8,663671,0,16511
2022-05-16,LK,Sri Lanka,SEARO,7,663678,0,16511
2022-05-17,LK,Sri Lanka,SEARO,11,663689,0,16511
2022-05-18,LK,Sri Lanka,SEARO,31,663720,0,16511
2022-05-19,LK,Sri Lanka,SEARO,15,663735,1,16512
2022-05-20,LK,Sri Lanka,SEARO,6,663741,0,16512
2022-05-21,LK,Sri Lanka,SEARO,8,663749,0,16512
2022-05-22,LK,Sri Lanka,SEARO,9,663758,0,16512
2022-05-23,LK,Sri Lanka,SEARO,7,663765,0,16512
2022-05-24,LK,Sri Lanka,SEARO,14,663779,1,16513
2022-05-25,LK,Sri Lanka,SEARO,7,663786,0,16513
2022-05-26,LK,Sri Lanka,SEARO,14,663800,0,16513
2022-05-27,LK,Sri Lanka,SEARO,4,663804,1,16514
2022-05-28,LK,Sri Lanka,SEARO,8,663812,1,16515
2022-05-29,LK,Sri Lanka,SEARO,4,663816,1,16516
2022-05-30,LK,Sri Lanka,SEARO,7,663823,1,16517
2022-05-31,LK,Sri Lanka,SEARO,11,663834,0,16517
2022-06-01,LK,Sri Lanka,SEARO,4,663838,1,16518
2022-06-02,LK,Sri Lanka,SEARO,7,663845,0,16518
2022-06-03,LK,Sri Lanka,SEARO,8,663853,0,16518
2022-06-04,LK,Sri Lanka,SEARO,9,663862,0,16518
2022-06-05,LK,Sri Lanka,SEARO,7,663869,0,16518
2022-06-06,LK,Sri Lanka,SEARO,15,663884,0,16518
2022-06-07,LK,Sri Lanka,SEARO,11,663895,0,16518
2022-06-08,LK,Sri Lanka,SEARO,6,663901,0,16518
2022-06-09,LK,Sri Lanka,SEARO,16,663917,0,16518
2022-06-10,LK,Sri Lanka,SEARO,5,663922,0,16518
2022-06-11,LK,Sri Lanka,SEARO,15,663937,1,16519
2022-06-12,LK,Sri Lanka,SEARO,13,663950,0,16519
2022-06-13,LK,Sri Lanka,SEARO,10,663960,0,16519
2022-06-14,LK,Sri Lanka,SEARO,5,663965,0,16519
2022-06-15,LK,Sri Lanka,SEARO,7,663972,0,16519
2022-06-16,LK,Sri Lanka,SEARO,3,663975,0,16519
2022-06-17,LK,Sri Lanka,SEARO,9,663984,1,16520
2022-06-18,LK,Sri Lanka,SEARO,5,663989,0,16520
2022-06-19,LK,Sri Lanka,SEARO,8,663997,0,16520
2022-06-20,LK,Sri Lanka,SEARO,13,664010,0,16520
2022-06-21,LK,Sri Lanka,SEARO,8,664018,0,16520
2022-06-22,LK,Sri Lanka,SEARO,18,664036,0,16520
2022-06-23,LK,Sri Lanka,SEARO,11,664047,0,16520
2022-06-24,LK,Sri Lanka,SEARO,5,664052,1,16521
2022-06-25,LK,Sri Lanka,SEARO,13,664065,0,16521
2022-06-26,LK,Sri Lanka,SEARO,15,664080,0,16521
2022-06-27,LK,Sri Lanka,SEARO,10,664090,0,16521
2022-06-28,LK,Sri Lanka,SEARO,8,664098,0,16521
2022-06-29,LK,Sri Lanka,SEARO,12,664110,0,16521
2022-06-30,LK,Sri Lanka,SEARO,13,664123,0,16521
2022-07-01,LK,Sri Lanka,SEARO,15,664138,0,16521
2022-07-02,LK,Sri Lanka,SEARO,12,664150,0,16521
2022-07-03,LK,Sri Lanka,SEARO,17,664167,1,16522
2022-07-04,LK,Sri Lanka,SEARO,14,664181,0,16522
2022-07-05,LK,Sri Lanka,SEARO,13,664194,1,16523
2022-07-06,LK,Sri Lanka,SEARO,3,664197,1,16524
2022-07-07,LK,Sri Lanka,SEARO,20,664217,1,16525
2022-07-08,LK,Sri Lanka,SEARO,18,664235,0,16525
2022-07-09,LK,Sri Lanka,SEARO,21,664256,0,16525
2022-07-10,LK,Sri Lanka,SEARO,17,664273,0,16525
2022-07-11,LK,Sri Lanka,SEARO,19,664292,1,16526
2022-07-12,LK,Sri Lanka,SEARO,23,664315,0,16526
2022-07-13,LK,Sri Lanka,SEARO,30,664345,0,16526
2022-07-14,LK,Sri Lanka,SEARO,19,664364,0,16526
2022-07-15,LK,Sri Lanka,SEARO,25,664389,0,16526
2022-07-16,LK,Sri Lanka,SEARO,25,664414,2,16528
2022-07-17,LK,Sri Lanka,SEARO,34,664448,0,16528
2022-07-18,LK,Sri Lanka,SEARO,62,664510,0,16528
2022-07-19,LK,Sri Lanka,SEARO,62,664572,3,16531
2022-07-20,LK,Sri Lanka,SEARO,75,664647,2,16533
2022-07-21,LK,Sri Lanka,SEARO,57,664704,2,16535
2022-07-22,LK,Sri Lanka,SEARO,68,664772,1,16536
2022-07-23,LK,Sri Lanka,SEARO,72,664844,1,16537
2022-07-24,LK,Sri Lanka,SEARO,56,664900,0,16537
2022-07-25,LK,Sri Lanka,SEARO,75,664975,2,16539
2022-07-26,LK,Sri Lanka,SEARO,119,665094,5,16544
2022-07-27,LK,Sri Lanka,SEARO,154,665248,4,16548
2022-07-28,LK,Sri Lanka,SEARO,131,665379,0,16548
2022-07-29,LK,Sri Lanka,SEARO,164,665543,5,16553
